,V26,V47,V5,V17,V7
V26,0.0,0.0,0.0,0.0,0.011145059562827853
V47,0.0,0.0,0.0,0.0,0.011145059562827853
V5,0.0,0.0,0.0,0.0,0.011145059562827853
V17,0.0,0.0,0.0,0.0,0.011145059562828075
V7,0.011145059562827853,0.011145059562827853,0.011145059562827853,0.011145059562828075,0.0
