V1,V6
0,0
1,6
0,0
0,0
0,77
4,75
1,0
194,7
0,0
0,0
0,0
0,0
0,0
0,257
0,2
2442,0
0,0
0,0
0,0
4905,0
0,0
1,0
0,0
0,6
0,0
0,0
14,2
3647,1338
0,0
0,0
