V6,V5
0,0
9,9
18,4
0,0
0,0
0,0
0,0
1,12
0,1
0,1
0,0
0,0
1058,2799
338,2467
14,81
0,0
0,0
0,0
10,8
0,0
0,0
300,109
1,0
0,0
564,1
0,0
2,0
0,0
0,0
0,0
