Parameter Name,Value
File Processed,/u2/sua474/Dataset/Chiquet/Taxa_10/Chiquet_100/Chiquet_11.csv
Block Indexes,[10]
Selection Method:,max
Discard Threshold:,0.1
Is Iterative,False
Start Time,2021-10-11 15:55:21.533814
End Time,2021-10-11 15:55:35.060195
