,V47,V18,V35,V36,V22,V14,V39,V11
V47,0.0,0.05555555555555569,0.4595638822108544,0.3545027756320972,0.3545027756320971,0.0,0.0,0.0
V18,0.05555555555555569,0.0,0.0,0.4405690722144844,0.44056907221448427,0.0,0.0,0.0
V35,0.4595638822108544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V36,0.3545027756320972,0.4405690722144844,0.0,0.0,0.0,0.0,0.354502775632097,0.0
V22,0.3545027756320971,0.44056907221448427,0.0,0.0,0.0,0.0,0.0,0.0
V14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41392219694969
V39,0.0,0.0,0.0,0.354502775632097,0.0,0.0,0.0,0.0
V11,0.0,0.0,0.0,0.0,0.0,0.41392219694969,0.0,0.0
