,V9,V30,V24,V37,V25,V40
V9,0.0,0.16599718304619426,0.19082867136502768,0.12181820272248178,0.1723156633524794,0.36075980486269865
V30,0.16599718304619426,0.0,0.18914668131880996,0.13876077865001102,0.2410925066907481,0.4248787633756925
V24,0.19082867136502768,0.18914668131880996,0.0,0.17000227437377458,0.25600531477935196,0.47434723988723904
V37,0.12181820272248178,0.13876077865001102,0.17000227437377458,0.0,0.21533976339900274,0.4723880451424256
V25,0.1723156633524794,0.2410925066907481,0.25600531477935196,0.21533976339900274,0.0,0.0
V40,0.36075980486269865,0.4248787633756925,0.47434723988723904,0.4723880451424256,0.0,0.0
