Parameter Name,Value
File Processed,/u1/cec383/Fusion_Approach_Pipelines/Chiquet/Chiquet_50/Chiquet_83.csv
Block Indexes,[10]
Selection Method:,max
Discard Threshold:,5.0
Is Iterative,False
Start Time,2021-08-04 20:58:35.875477
End Time,2021-08-04 20:59:00.308218
