,V41,V7,V47,V35
V41,0.0,0.31821680367300076,0.0,0.42268715626185194
V7,0.31821680367300076,0.0,0.41731387163806366,0.0
V47,0.0,0.41731387163806366,0.0,0.0
V35,0.42268715626185194,0.0,0.0,0.0
