"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100"
1.12331284986469,0,0.0608851019811478,0,0,0,0.0250042754457685,0.137578783743271,0,0,0,0,0,0,0,0,0,0,0,-0.0374226411417386,0,0,0,0,0.00730244365416096,0,0,0,0,-0.0171569018718311,0.00676262808617737,0,0,-0.0125661720316739,0,0,0,-0.011068754913636,-0.149534560370342,0,0.02454345792382,-0.00267513059938744,0,0.00564620610499756,0.048777796789407,0,-0.0436640889541951,0.0354557319231681,0,-0.0648471770415816,-0.0518972416566155,0,0,-0.134738023962535,0,0,-0.143113357122149,0,-0.0263900377811531,0,0,-0.0855729447572412,0,0,0,0.0198820811702875,0,0,0,0,0,0,0,0,-0.0304420141211421,0.032504447539345,0,0,0.0627650712670408,0,0,0,0.0456717047624657,-0.0109065965413906,0,0,0,0,-0.0340892321269042,0,0,0,0,0,0,0,0,0,0,0
0,1.25141407411465,-0.0630347177532452,-0.10229215613367,0.0638575947204768,-0.00354087731602132,0,-0.166449374067263,0,0,0.186517287219438,-0.0860685990342579,0,0,0,-0.000970015386092402,0.119756805765613,0,-0.015455333778971,0,0,0.0371292293338596,0,0,0,0,-0.0023307526960553,-0.000499717834290868,0,0,0.0130761933098188,0.00527366206165077,0,0,0,0,0.0600655907122426,0,0,0.0989082143170156,0,0,-0.0325498320110792,0,0,0,0.150627980478602,0,0,0.0260958465366336,0,0,0,0,0,0.0351919602275733,0,0,0,0,0,0,0,0,-0.0123911955372494,0,-0.0675730512087935,-0.110991401424527,0,0,0,0,0,0,0,0,0,0.0524331989734873,0,-0.163797146368912,0,-0.0210834918032786,0.156623258592673,0,0.0349284678940907,0,0,0,0,0,0,0,0.0595094596735671,-0.0473316637992897,-0.0739352795085297,0,0,0,0,0.0101981095941025
0.0608851019811478,-0.0630347177532452,1.35004997888091,0,0,-0.131726456734815,-0.0759129252305559,0,0,0,-0.053856022859953,0,0,0,0,0,0,-0.0294970160033302,-0.0674358614267571,0,0,0,-0.0355764012497555,0,0,0,-0.201956502215604,0,-0.0665085151689827,0,0,0,0,0,0,0,0,0,-0.0123878330592633,0,0.0632054604155308,0,0,-0.0104220116199396,0,0,0,-0.0242815727249462,0.0788734878529389,0.165893347294222,-0.0985281600803802,-0.0217705264996638,0,0,0,0.014839469528926,0,0,0,0,0,0,0,0.0654800392198698,0,0,0,0,0,0,0,0,0,0,-0.153323604550402,-0.198893312985804,0.0536440885714656,-0.231219574563927,-0.0710082704601992,0,-0.00730881015318192,0,0,-0.0664599510129736,0,0,0.161386997976867,0.0360901608327413,0,0,0,0,0,0,-0.154332495780615,-0.0691800892257773,0,0,0,-0.0283476477787243
0,-0.10229215613367,0,1.35025893226502,0,-0.218731921930913,0,-0.0660414985912383,0.0248458448470655,0,0,-0.0104981088000825,0,0,-0.0709778209068349,0,0,0,0.0243863288711122,0,0,0,0,0,0,0,0,0,0,0,-0.0206923775917931,0,0,0,0.215510914890431,0,0,0,0,0,0,0,-0.0740144359304407,0,0,-0.0829380741311327,-0.0579776887647196,0,0,0,0,0,0,-0.145385059102374,-0.282749355165357,0,0,0,0,-0.051130192289628,0,0,0,0,0,0,-0.0895716242609156,-0.00650565542584376,-0.066060191088288,-0.0128151005298475,0,0,0,0,-0.0106090649630259,-0.0745672829912079,0,0,0.0245707918773695,0,0,-0.209438742596466,0,0.131096178707251,0,0,0,0,0.0705859770268503,0,0,0,0,0,0,-0.0593371159849641,-0.103515675350209,0,0,0.0837951555655091
0,0.0638575947204768,0,0,1.16797406127759,0,0,0.149384573714416,0.00548030043640933,0.0118556985512945,0,0,0,0,-0.0206377975945536,0.0821318454141693,-0.0219344269337729,0,0,0,0,0,0,0,0,0,0,0.0469984786296484,0,0,-0.0556745637511032,0,0,0,0,0,0,-0.0822875213062713,-0.0090109793313054,0,-0.0494075326490996,0.156683636817194,0,0,0,0,0.0664116025703338,0,0,0,0,0,0,0,-0.0388522712889952,-0.156326115136257,0,0,-0.0104051414216991,0,-0.067008641324926,0,0.0419015214506983,0,0,0,-0.0134003185020418,0,0,0,0,0,0,0,-0.0243072082068586,0,0.0418139246328579,0,0,0,0,0.0295463834791178,0,-0.116697790706566,0,0.0633428566869539,-0.0322040955653146,-0.108021819000637,0,-0.0397284014894004,-0.0292357504417024,0,0,0,0,0,0.0770727580134423,-0.129356674304747,0,0
0,-0.00354087731602132,-0.131726456734815,-0.218731921930913,0,1.31279797576056,0,0,0,0.0267400594601048,0,0,0,0.0735711141260978,-0.120129743855943,0,-0.0508435488958123,0,0,-0.138347459684734,-0.0837310602480485,0,0,0,0,0,0,0,0,0,-0.0462185015054706,-0.123862425214419,0,0,0,0,-0.00602805272074018,-0.0953112919263638,0,0,0,0,-0.0441674008079998,0.0366835179644978,-0.0251893281582209,-0.153273130944626,0,0,0,0,0,0,-0.0193556976749996,0,0,0,-0.0163198097880381,0,0.000164962826569214,0,0,-0.0512787208916803,0,0.115838440316257,-0.0775650545620752,0,0,-0.128572349090359,0,0,0,0.0498021088887779,-0.0633318242123766,0,-0.0096584092461702,0,0,-0.16847315028291,0,0,-0.115367345633457,0,0.0274792115933375,0,0,-0.0847316803903522,-0.00551593754558274,0,0,0,-0.0162546196300457,0,0,0,0.0780805855908047,0,0,0,0,0
0.0250042754457685,0,-0.0759129252305559,0,0,0,1.15912972876587,0,0.0368656148580543,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110108439026602,0,0,-0.00313007237132473,0,0,0.0288234371489583,0,0,0,0,0,0,0,0,0,-0.0475242511393076,0.00840760594109372,0.0257230412271281,0,0,0,0,0,-0.0111191661528181,0,0,-0.039562542205069,0,0,0,-0.0550514440518463,0.0566973006868187,0,0,0,0,0,0,0,0.00655863097618774,0.0348788051851057,0,-0.0424122245639643,-0.0738074628366415,0.0520047225983995,0,0,-0.074170718088691,0,-0.00881895379273727,0,0,-0.057278090368923,0,0.0808716399953941,0.0541999764451082,0,0,0,-0.0112835861451146,0,-0.138445172009997,0,-0.259874314883843,0,-0.0125972203114512,0,0,0,-0.100621922003936,0,0,0,-0.100779671333896,-0.0602391655433169,0,0.0573823379477867
0.137578783743271,-0.166449374067263,0,-0.0660414985912383,0.149384573714416,0,0,1.38709847868277,0,0,-0.126613326063527,0,0,0.0918963963163714,-0.160509037707849,0,-0.00704156766413779,0,-0.032038897769291,0.055515461993268,0,0,0,0,0,0,0,0,0,-0.0632840523676818,0,0.0297974975918103,0,-0.27739253777048,0.085933360486974,0,0,0,0,0.0134420706345812,0,0,-0.0370107127383116,-0.116057419777194,-0.00421986729971937,0.133161683628035,0,-0.074311714223706,0,0.0118897476707843,0,0.0817376914669588,-0.0570409764725304,0.00198628578860285,-0.167436204511729,0,0.0288853929694826,0.0385009347362945,0.0834828541448366,0,0,-0.00910804095426931,0,0,0,0,-0.0835893715221556,0,-0.114389161017744,-0.0287279703923532,0,0,0,-0.0929667998728453,0,0,0,0,0,-0.070541363912468,0,0,-0.0630615754285838,0,0,0.0176653878533301,0,0.0131398449652992,0,0,0,-0.0767454440666465,0,0,0,-0.066597926606271,0,0,0,0
0,0,0,0.0248458448470655,0.00548030043640933,0,0.0368656148580543,0,1.25464857771883,0.0165963910516402,0.0356022366508695,-0.131926582149971,0,-0.00501811552808154,0,-0.157518709703267,0,-0.0818836490963521,0,0,-0.0833992895883486,0,0,0,0,0.0582998843813755,-0.0476468965525272,-0.0989243936437223,-0.104534114855948,0,0,0,0,0,0,0,-0.0734114001474715,0.0195097272906941,-0.00268082101907564,0,0,0,0.0324720724439876,-0.0519115537611601,-0.21512303649392,0,0,0,0,0,0,0,0,0.062731261054234,0,0,0,0,0,0,-0.0142227961569284,0.00463859629839041,-0.126471912709505,-0.0144262590913469,0,0,0,0,0,0,0,0.0105381225321994,0,-0.0340105225534845,0,-0.0398467097442587,0,0,-0.030412439139023,-0.0995657677445783,0,0,-0.149679248241515,0,0,0,0,0,0,0,0.103576698770179,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0118556985512945,0.0267400594601048,0,0,0.0165963910516402,1.16183861032536,0.238492253036325,0,0,0,0,0.110001510225726,0,0,0,0,0,0,0,-0.00627362403241596,0,0,0,0,-0.131311199758688,0,0,0.0347895049986415,0,0,-0.0247768759172796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110417302402356,0,-0.00553048514006551,-0.0512955679749184,0,-0.0501262099876038,0,0,-0.0882625890546266,-0.0995959060523177,0,0,0,-0.0741525325592735,0.035457066332907,0,-0.0724165060514359,0,-0.149082837999992,0,0,0,0.00267890786656636,0,0,0.0324644610391983,0,0,-0.0571225747068073,0,0.0380664061786372,-0.0367540028035417,0,0,0,0,0,0,0,0,0,0,0,0,0.0775931002795734,0.0650323314758559,0.00189521605355788
