"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1.0","-2","-2","-2","0.967032967032967","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","1.0","-2","-2","-2","-2","0.9848484848484849","-2","-2","-2","0.8571428571428571","-2","-2","0.9583333333333334"
