,V43,V33,V14,V36,V28,V5,V6,V22
V43,0.0,0.43630119343503515,0.38100699389319215,0.0,0.0,0.0,0.0,0.2763879714007784
V33,0.43630119343503515,0.0,0.04637784433734382,0.0,0.23086609828489402,0.0,0.0,0.0
V14,0.38100699389319215,0.04637784433734382,0.0,0.0,0.19417703597461977,0.0,0.0,0.0
V36,0.0,0.0,0.0,0.0,0.0,0.024041454823401143,0.0,0.0
V28,0.0,0.23086609828489402,0.19417703597461977,0.0,0.0,0.0,0.0,0.0
V5,0.0,0.0,0.0,0.024041454823401143,0.0,0.0,0.45132359366478214,0.0
V6,0.0,0.0,0.0,0.0,0.0,0.45132359366478214,0.0,0.0
V22,0.2763879714007784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
