V43,V14
645,1
16,1
4,557
4,90
2,0
1,6
2,5
2,58
13,12
10,3
4,34
2,7
0,2
5,6
1,13
28,19
3,3
10,0
2,2
0,54
89,0
3,219
7,5
328,3
74,0
172,0
53,1
5,0
5,2
166,1
0,14
6,13
90,2
27,0
1,1
3,0
8,2
13,2
71,1
0,2
2,1
14,4
1,18
27,4
411,0
142,10
2,0
1,398
1,1
2,5
3,13
25,0
177,6
3,6
0,0
1223,1196
2,22
10,1
30,0
2,0
3,2
0,2
13,611
1,0
2,5
7,4
4,0
2,19
0,1
17,3
10,445
0,8
1,0
0,22
409,0
2,2
24,0
47,3
1,0
5,1
