V2,V35
197,0
0,3
6,3
2,1
43,8
3,28
20,3
1045,63
1,1
883,2
0,58
3,1
33,3
2,1
52,53
2,3
1,1
5,176
1,67
0,45
2,3
7,1
301,40
0,3
2,4
3,0
18,2
12,0
37,49
0,3
220,0
0,572
0,1
0,135
1,4
0,2
0,6
1,1
2,3
3,5
52,353
122,139
0,27
2,2
4,0
2257,839
3,6
2,0
12,0
3,7
0,18
0,3
2,0
4,44
3,33
265,0
18,231
3,11
0,4
4,0
3,0
7,4
14,30
2,1
135,0
0,1
18,354
85,24
0,2
0,34
1,79
4,6
6,1
0,62
2,1
0,6
0,0
1,1
27,7
4,53
