,V17,V47,V22,V49,V48
V17,0.0,0.32721231909249626,0.0,0.0,0.21964242264515121
V47,0.32721231909249626,0.0,0.0,0.0,0.14528735897440304
V22,0.0,0.0,0.0,0.012022530857764724,0.0
V49,0.0,0.0,0.012022530857764724,0.0,0.0
V48,0.21964242264515121,0.14528735897440304,0.0,0.0,0.0
