,V33,V35,V40,V23,V2,V38,V11,V49,V1
V33,0.0,0.02130598186558985,0.02716848342448519,0.02566754150475581,0.013671469490459165,0.0,0.40861582697784615,0.0,0.0
V35,0.02130598186558985,0.0,0.0042364284692301135,0.002310685960242753,0.0028266456489332015,0.47295372330526997,0.38076590329110493,0.0,0.0
V40,0.02716848342448519,0.0042364284692301135,0.0,0.0074778180536659855,0.007982671834478983,0.4857233129510037,0.3899528977321677,0.0,0.0
V23,0.02566754150475581,0.002310685960242753,0.0074778180536659855,0.0,0.006270671477342948,0.4870643751989697,0.3902280390784676,0.0,0.0
V2,0.013671469490459165,0.0028266456489332015,0.007982671834478983,0.006270671477342948,0.0,0.48721402823398063,0.3904713664142092,0.0,0.0
V38,0.0,0.47295372330526997,0.4857233129510037,0.4870643751989697,0.48721402823398063,0.0,0.0,0.0,0.0
V11,0.40861582697784615,0.38076590329110493,0.3899528977321677,0.3902280390784676,0.3904713664142092,0.0,0.0,0.0,0.0
V49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
