,V19,V33,V4,V48,V28,V40,V27,V1
V19,0.0,0.49486546484770844,0.0,0.49486546484770855,0.0,0.2361380200136085,0.23376100964432445,0.0
V33,0.49486546484770844,0.0,0.011581065630273502,2.220446049250313e-16,0.3545027756320972,0.0,0.0,0.0
V4,0.0,0.011581065630273502,0.0,0.01158106563027328,0.38515849040884564,0.0,0.0,0.0
V48,0.49486546484770855,2.220446049250313e-16,0.01158106563027328,0.0,0.3545027756320972,0.0,0.0,0.0
V28,0.0,0.3545027756320972,0.38515849040884564,0.3545027756320972,0.0,0.0,0.0,0.0
V40,0.2361380200136085,0.0,0.0,0.0,0.0,0.0,6.936282440528352e-06,0.0
V27,0.23376100964432445,0.0,0.0,0.0,0.0,6.936282440528352e-06,0.0,0.0
V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
