Parameter Name,Value
File Processed,/u1/cec383/Fusion_Approach_Pipelines/Chiquet_100_Extra/Chiquet_64.csv
Block Indexes,[10]
Selection Method:,max
Discard Threshold:,5.0
Is Iterative,False
Start Time,2021-08-04 22:01:31.800741
End Time,2021-08-04 22:01:43.581422
