"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0.113056217145413,0,0.0578087454152955,0,0.245212452288276,0,0
0,0,0.113056217145413,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0.0578087454152955,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0.245212452288276,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
