V5,V32
2,0
14,218
0,1
1,19
1,1
11,8
3,0
5,0
0,4
1,1
1,0
0,4
3,4
0,4
119,1
8,1
1,0
864,1
2,1
0,7
18,1
1,0
80,85
2,0
1,0
1,144
2,21
82,15
9,861
178,0
129,23
7,0
8,1
0,573
56,167
10,0
16,53
112,0
1387,1476
1,1
132,1
4,0
0,926
7,0
16,42
1,46
81,0
17,18
1,0
10,45
18,5
0,2
4,14
36,49
2,21
0,75
3,6
11,0
54,1
4,35
4,31
1,21
1,16
1,212
54,61
24,3
1,25
3,634
2,0
4,4
4,0
3,0
250,9
534,11
2,29
28,198
3,1
25,2
10,24
1,2
