,V25,V24,V37,V13,V30,V9
V25,0.0,0.022921212794110524,0.026963296240786194,0.038298823014818795,0.023041403512141345,0.020958656324473135
V24,0.022921212794110524,0.0,0.015774424695048972,0.031864514090376383,0.01738957865663482,0.01457766039275643
V37,0.026963296240786194,0.015774424695048972,0.0,0.023973341937405745,0.020052183626865006,0.01852634527301167
V13,0.038298823014818795,0.031864514090376383,0.023973341937405745,0.0,0.026360481029510496,0.02424312676228546
V30,0.023041403512141345,0.01738957865663482,0.020052183626865006,0.026360481029510496,0.0,0.014178558824392673
V9,0.020958656324473135,0.01457766039275643,0.01852634527301167,0.02424312676228546,0.014178558824392673,0.0
