V1,V20
1,0
177,2
2,0
81,0
1,0
0,1
23,1
2,0
2,0
3,2
2,0
26,1
1,0
0,1
378,0
0,1
0,0
0,0
0,1
0,0
73,0
7,1
0,1
1,0
220,1
0,0
4,0
0,0
2,2
26,0
1,1
0,0
4,1
0,0
0,0
1,1
16,0
3,1
15,0
13,0
0,1
5,0
3,0
2,0
0,0
0,0
0,0
2,0
0,1
8,0
431,0
0,0
3376,1210
47,0
1,1
0,0
0,0
103,1
1,0
0,0
2,1
3,2
6,0
9,0
7,0
46,0
16,1
0,0
3379,0
4,0
0,0
1,0
5,0
0,0
1,0
1736,0
2,0
158,0
24,0
0,0
