,V39,V3,V36,V35,V23,V43,V28
V39,0.0,0.0,0.0,0.00515024883289017,0.3066247547184636,0.0,0.0
V3,0.0,0.0,0.0,0.005150248832890059,0.30662475471846373,0.0,0.0
V36,0.0,0.0,0.0,0.00515024883289017,0.3066247547184636,0.0,0.0
V35,0.00515024883289017,0.005150248832890059,0.00515024883289017,0.0,0.38323390049686434,0.00515024883289017,0.00515024883289017
V23,0.3066247547184636,0.30662475471846373,0.3066247547184636,0.38323390049686434,0.0,0.3066247547184636,0.3066247547184636
V43,0.0,0.0,0.0,0.00515024883289017,0.3066247547184636,0.0,0.0
V28,0.0,0.0,0.0,0.00515024883289017,0.3066247547184636,0.0,0.0
