Parameter Name,Value
File Processed,/u2/sua474/Dataset/Chiquet/Taxa_30/Chiquet_10/Chiquet_59.csv
Block Indexes,"[10, 20]"
Selection Method:,max
Discard Threshold:,0.1
Is Iterative,False
Start Time,2021-10-26 05:03:50.633927
End Time,2021-10-26 05:21:57.969904
