,V13,V25,V30,V9,V37,V24
V13,0.0,0.22724160794643133,0.2132179145232137,0.1763751426489364,0.20871045740883676,0.15661261442643482
V25,0.22724160794643133,0.0,0.18562102471757835,0.2205023446598786,0.19817205020979378,0.23774928536747053
V30,0.2132179145232137,0.18562102471757835,0.0,0.24687202104966977,0.20397288125326407,0.21630254103512303
V9,0.1763751426489364,0.2205023446598786,0.24687202104966977,0.0,0.19137814463540037,0.2254289067671602
V37,0.20871045740883676,0.19817205020979378,0.20397288125326407,0.19137814463540037,0.0,0.22430545426573545
V24,0.15661261442643482,0.23774928536747053,0.21630254103512303,0.2254289067671602,0.22430545426573545,0.0
