,V25,V24,V37,V30,V9,V50,V44
V25,0.0,0.24533653592054272,0.45095371286226027,0.3552569626179656,0.2807106416997761,0.47658150445933445,0.0
V24,0.24533653592054272,0.0,0.40549204936654004,0.35290828069333935,0.2599091354534301,0.0,0.0
V37,0.45095371286226027,0.40549204936654004,0.0,0.34998665448975697,0.33125303408037543,0.0,0.0
V30,0.3552569626179656,0.35290828069333935,0.34998665448975697,0.0,0.3302716126701467,0.0,0.0
V9,0.2807106416997761,0.2599091354534301,0.33125303408037543,0.3302716126701467,0.0,0.0,0.0
V50,0.47658150445933445,0.0,0.0,0.0,0.0,0.0,0.34743942236541336
V44,0.0,0.0,0.0,0.0,0.0,0.34743942236541336,0.0
