"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30"
2.22109452446759,0.313624816319651,0,-0.297836450458725,-0.297360238126561,0,0.435079939872082,0,0,0.533229329759952,0,0,0,0.0563684052935801,0,0.269628123924277,0.174044591569366,-0.508658707646916,0.397980111338309,0,-0.0027373485469723,0,-0.457479816143112,-0.100761940513005,-0.384281693857817,-0.431979368032521,0.0626267281158634,0.296980144330512,0,0
0.313624816319651,2.21808344193761,0,0,-0.49966339819375,0,0,-0.00461793656297431,-0.133051764478184,0,0,0,-0.492455837395826,0,0,0,0,0,-0.155980110422253,0,0,0,0,0,0,0,-0.303929030344607,-0.148330202162006,-0.13304222073857,0
0,0,1.83934980840487,0,-0.473155908105818,0,-0.227464656963272,0,0,0,0,0.00837232444644059,0,0,-0.0277196592180538,-0.18181950082153,-0.136440065395971,0.2545938113629,0,0,0.043902446405548,0,-0.182274490380588,-0.491588080993012,0,0,-0.196739403838945,0,0,0.168989654198229
-0.297836450458725,0,0,6.65522934636501,-0.50024293047681,0,0,0,-0.320417615734069,0,-0.460700792727824,0,0,0,-2.44129486064489,0,0,0,0,-1.06964797898321,0,-0.415305640862445,-0.555391236415561,0,-0.683680105345128,-0.306977207411253,0,0,-0.320745545682755,0
-0.297360238126561,-0.49966339819375,-0.473155908105818,-0.50024293047681,2.06164696832649,0.173472666237636,0,0.12644385241201,0,0.0200128655215164,0,0,0,0.265752274213919,0,-0.0881977236717063,-0.021338811909489,0,0,-0.157115610690925,0,-0.159511856151769,-0.255814380575431,0,-0.0692977487759651,0,0,0,0,0
0,0,0,0,0.173472666237636,1.41734667456679,0,-0.0335566782109119,-0.0229652741979289,0,0,0,-0.314093291625623,0,-0.120458990503229,0,0,0,0,0,-0.414787059470535,0,0,0,0,0,-0.165090816396792,0,-0.0229821977041842,0.226036759766882
0.435079939872082,0,-0.227464656963272,0,0,0,1.60170900295503,0,-0.0616702861033415,0,0,0.0949473659028107,-0.398942545891528,0,0,0,0,0.0388239110075684,0,0,0,0,-0.379857617214549,0,0,0,0,0,-0.0616662338979489,0.107288039264876
0,-0.00461793656297431,0,0,0.12644385241201,-0.0335566782109119,0,2.67273329170461,-0.120718982144892,0,0,0,-0.451139314553836,0,-0.00971590024315521,0,0,-0.244008272730519,0,0,0,0,0,-0.697180881977663,0,-0.962928538588707,-0.141366099668461,-0.147364581036453,-0.120750340295064,0.154168062296963
0,-0.133051764478184,0,-0.320417615734069,0,-0.0229652741979289,-0.0616702861033415,-0.120718982144892,7.52125075780697,-0.488137619133305,0,0,-1.44257042943025,0,-0.840946092973515,0,0,0,-1.48801328140976,-0.313043375592695,0,0,0,-0.00697877806646889,0,0,-0.777120575266011,-0.0949843450762717,-1.73383834636492,0
0.533229329759952,0,0,0,0.0200128655215164,0,0,0,-0.488137619133305,3.52092006580338,-0.940994879654972,-0.319049111891534,-0.942666715043865,0,0,0,0,0,-0.0111150618878282,0,0,0,0,0,0,0,0,-0.0412473821446725,-0.488025561462952,-0.127832553021252
