,V43,V35,V3,V22,V6,V28
V43,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0
V35,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0
V3,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16
V22,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16
V6,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16
V28,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0
