,V24,V20,V30,V13,V37,V25,V9
V24,0.0,0.14460444899244485,0.21655375913332375,0.21936179069497508,0.4434101792246873,0.45624320143249586,0.4179069389488902
V20,0.14460444899244485,0.0,0.214977222639277,0.19956103462454988,0.3743233624318578,0.43153947594411557,0.39257173938270395
V30,0.21655375913332375,0.214977222639277,0.0,0.19949187823479897,0.44668325500681294,0.3457113439123751,0.4005851242632096
V13,0.21936179069497508,0.19956103462454988,0.19949187823479897,0.0,0.41617358917502534,0.4036883103694505,0.4265740820501418
V37,0.4434101792246873,0.3743233624318578,0.44668325500681294,0.41617358917502534,0.0,0.4662394873163763,0.0
V25,0.45624320143249586,0.43153947594411557,0.3457113439123751,0.4036883103694505,0.4662394873163763,0.0,0.0
V9,0.4179069389488902,0.39257173938270395,0.4005851242632096,0.4265740820501418,0.0,0.0,0.0
