Parameter Name,Value
File Processed,/u2/sua474/Dataset/Chiquet/Taxa_30/Chiquet_10/Chiquet_36.csv
Block Indexes,"[10, 20]"
Selection Method:,max
Discard Threshold:,0.1
Is Iterative,False
Start Time,2021-10-25 22:21:48.861758
End Time,2021-10-25 22:38:46.369247
