,V14,V50,V19,V40
V14,0.0,0.0,1.1102230246251565e-16,0.0
V50,0.0,0.0,0.0,0.0
V19,1.1102230246251565e-16,0.0,0.0,0.0
V40,0.0,0.0,0.0,0.0
