"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X1.1","X2.1","X3.1","X4.1","X5.1","X6.1","X7.1","X8.1","X9.1","X10.1","X11.1","X1.2","X2.2","X3.2","X4.2","X5.2","X6.2","X7.2","X8.2","X9.2","X10.2","X11.2"
1.62275047849129,0,-0.248325730166208,0,0,0,-0.668015775827693,0,-0.0789635517752211,0,-0.246358979564244,2.10512423401318,0,-0.575026053315928,0.269438432808268,0.298800576102859,0,-0.979844391864498,0,-0.0991783603064161,-0.0934291948347152,-0.385073572119815,2.91582144128121,0,-1.05982687413811,0.938124208361575,0.776476872081659,0.273925903252524,-1.28527932835032,-0.0379609635368603,-0.254335652928013,-0.599598542364426,-0.699946649270362
0,2.47304115862252,0,-0.433694382897014,0,-0.852658490093016,0,-0.559398483725181,-0.0742207915795408,0,-0.440007953704562,0,3.48177611430005,0,-0.624754275712167,0.298562042235084,-1.32588037266336,0,-0.87492453950304,-0.132861955724784,0,-0.526076054434669,0,4.50543259355417,0,-0.76861829717625,0.629263928576791,-1.78360036251239,0,-1.16595002838055,-0.262211320182646,-0.0622218437611366,-0.577827994503998
-0.248325730166208,0,1.84767182672944,0,-0.669909265254327,0,0,0,-0.565432187286751,-0.214188532666658,0,-0.575026053315928,0,2.62119249837248,0,-1.16221183391909,0,0,0,-0.855039977872506,-0.133363272947037,0,-1.05982687413811,0,3.60375769293886,0,-1.84632723458109,0.0955592760432781,0,0,-1.22093416220463,0,0
0,-0.433694382897014,0,1.90953729429702,0,-0.00781049399957961,0,-0.569255749248593,-0.224225026336014,-0.356483903099885,-9.91959889847451e-05,0.269438432808268,-0.624754275712167,0,2.51004163471015,0,0,0,-0.89042226059047,-0.333865088588982,-0.528928008363148,0,0.938124208361575,-0.76861829717625,0,3.32461194063372,0,0,-0.151715137282152,-1.38900899297417,-0.556266562070725,-0.771378641405344,0
0,0,-0.669909265254327,0,1.39970264730711,0,0,0,0,-0.146733281292484,0,0.298800576102859,0.298562042235084,-1.16221183391909,0,1.84100895564925,0,0,0,0,-0.534631241898649,0.122535560582357,0.776476872081659,0.629263928576791,-1.84632723458109,0,2.57323703003369,0,-0.00262159030296024,0,0.0572692459771638,-1.10886288881957,0.246205111537139
0,-0.852658490093016,0,-0.00781049399957961,0,2.07894456273936,-0.0250216349635731,0,-0.301094814081219,-0.602334285462022,0,0,-1.32588037266336,0,0,0,2.85059536829221,0,0,-0.380726787924787,-0.899685813889941,0,0.273925903252524,-1.78360036251239,0.0955592760432781,0,0,3.60457720662327,-0.0394116110924661,0,-0.550173948430133,-1.26915252922945,0
-0.668015775827693,0,0,0,0,-0.0250216349635731,1.94092101575494,-0.0235995872081844,-0.298758380530936,-0.120594090570238,-0.589864056978427,-0.979844391864498,0,0,0,0,0,2.55172470936553,0,-0.391085474061339,-0.136424690746048,-0.873128749162287,-1.28527932835032,0,0,-0.151715137282152,-0.00262159030296024,-0.0394116110924661,3.07723451925314,0,-0.449329908025974,-0.0145641034388012,-1.04280423808889
0,-0.559398483725181,0,-0.569255749248593,0,0,-0.0235995872081844,2.97891585234759,0,-0.440754947668902,-1.33911967855621,0,-0.87492453950304,0,-0.89042226059047,0,0,0,4.81820533720378,0,-0.621143125315254,-2.4908647760028,-0.0379609635368603,-1.16595002838055,0,-1.38900899297417,0,0,0,7.24710361535114,0,-0.802638393278477,-4.07984087223788
-0.0789635517752211,-0.0742207915795408,-0.565432187286751,-0.224225026336014,0,-0.301094814081219,-0.298758380530936,0,1.97267562649484,-0.354765700326044,0,-0.0991783603064161,-0.132861955724784,-0.855039977872506,-0.333865088588982,0,-0.380726787924787,-0.391085474061339,0,2.61229657994522,-0.440197450609502,0,-0.254335652928013,-0.262211320182646,-1.22093416220463,-0.556266562070725,0.0572692459771638,-0.550173948430133,-0.449329908025974,0,3.24892638977115,-0.364882570673594,0.199796291395777
0,0,-0.214188532666658,-0.356483903099885,-0.146733281292484,-0.602334285462022,-0.120594090570238,-0.440754947668902,-0.354765700326044,2.21744448319806,0,-0.0934291948347152,0,-0.133363272947037,-0.528928008363148,-0.534631241898649,-0.899685813889941,-0.136424690746048,-0.621143125315254,-0.440197450609502,3.11307966756587,0,-0.599598542364426,-0.0622218437611366,0,-0.771378641405344,-1.10886288881957,-1.26915252922945,-0.0145641034388012,-0.802638393278477,-0.364882570673594,4.22431267847706,0
-0.246358979564244,-0.440007953704562,0,-9.91959889847451e-05,0,0,-0.589864056978427,-1.33911967855621,0,0,2.71498249781135,-0.385073572119815,-0.526076054434669,0,0,0.122535560582357,0,-0.873128749162287,-2.4908647760028,0,0,4.25532357919934,-0.699946649270362,-0.577827994503998,0,0,0.246205111537139,0,-1.04280423808889,-4.07984087223788,0.199796291395777,0,6.10938853529307
