,V23,V48,V22,V39
V23,0.0,2.220446049250313e-16,1.8466709141518045e-05,0.02927465660584916
V48,2.220446049250313e-16,0.0,1.8466709141518045e-05,0.029274656605848937
V22,1.8466709141518045e-05,1.8466709141518045e-05,0.0,0.030752293110364204
V39,0.02927465660584916,0.029274656605848937,0.030752293110364204,0.0
