,V44,V7,V11,V18
V44,0.0,0.0,0.10475632075112096,0.10475632075112096
V7,0.0,0.0,0.0,0.0
V11,0.10475632075112096,0.0,0.0,0.0
V18,0.10475632075112096,0.0,0.0,0.0
