,V9,V24,V30,V37,V25,V38
V9,0.0,0.32664368439322466,0.26892909183571645,0.24955458455122925,0.16485506361552094,0.399723857442599
V24,0.32664368439322466,0.0,0.20222710505444308,0.15803570667037803,0.2628390059309498,0.0
V30,0.26892909183571645,0.20222710505444308,0.0,0.18345447583357632,0.22094704390294306,0.0
V37,0.24955458455122925,0.15803570667037803,0.18345447583357632,0.0,0.1279124702960598,0.0
V25,0.16485506361552094,0.2628390059309498,0.22094704390294306,0.1279124702960598,0.0,0.0
V38,0.399723857442599,0.0,0.0,0.0,0.0,0.0
