,V5,V3,V35,V44,V41,V1,V34
V5,0.0,0.4811032521586831,0.48291064140805484,0.25581531416337466,0.44943902680417946,0.3756561274666139,0.48232606578588166
V3,0.4811032521586831,0.0,0.0001659586093586407,0.0,0.0,0.0,9.69866614565218e-05
V35,0.48291064140805484,0.0001659586093586407,0.0,0.0,0.0,0.0,0.00026166341536060234
V44,0.25581531416337466,0.0,0.0,0.0,0.19675955135244494,0.12156024951174582,0.0
V41,0.44943902680417946,0.0,0.0,0.19675955135244494,0.0,0.3212340515333232,0.0
V1,0.3756561274666139,0.0,0.0,0.12156024951174582,0.3212340515333232,0.0,0.0
V34,0.48232606578588166,9.69866614565218e-05,0.00026166341536060234,0.0,0.0,0.0,0.0
