"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X1.1","X2.1","X3.1","X4.1","X5.1","X6.1","X7.1","X8.1","X9.1","X10.1","X11.1","X1.2","X2.2","X3.2","X4.2","X5.2","X6.2","X7.2","X8.2","X9.2","X10.2","X11.2"
1.4620584035089,0,-0.0641173145644002,0,-0.452309697341745,0,-0.234132772701969,0.0414379137275345,0,0.159499146451034,-0.309039244396632,2.09747282536279,0,-0.154280275845863,0,-0.688532266707693,0,-0.600403877990784,0.642385306522271,-0.25297106516917,0.554276355484783,-0.429296405700091,3.4950740828195,0,-0.283327346237886,0,-0.849726117259922,0,-1.52594839701364,1.83047984109998,-0.928653039238606,1.33340049940471,-0.754204919357053
0,3.97350662470442,-0.624352523186748,-0.933703076972101,-0.308797999950195,-0.933759279088822,-0.197405070806782,-0.133194360019652,-0.88209379624996,0,0,0,7.59722169797847,-1.06948158915518,-2.03739470218894,-0.444469662968322,-2.03766511962392,-0.246538620029784,-0.241285274633909,-1.66347083817514,-0.0363615672947138,0,0,14.3667292471247,-1.87095929125515,-4.2264827667619,-0.583746899079473,-4.22720912260492,-0.476951065281074,-0.492122414933733,-2.77849880667265,-0.273392477014625,0
-0.0641173145644002,-0.624352523186748,3.57604033719151,-0.624408945844219,-0.0306981752578497,-0.624339401208684,0,-0.0345197254217188,-0.177032017637267,0,-1.44760738414423,-0.154280275845863,-1.06948158915518,6.07539101387059,-1.06937534981967,0,-1.06937920545149,0,-0.16765933597188,-0.0914548107613231,0,-2.67843225100535,-0.283327346237886,-1.87095929125515,10.9187814856848,-1.87131668818265,0,-1.87104025085096,0,-0.527444631168306,0,0,-5.24514439626065
0,-0.933703076972101,-0.624408945844219,3.97354119997233,-0.308802277127947,-0.933658780473748,-0.1973888974437,-0.133205468380969,-0.882032921786122,0,0,0,-2.03739470218894,-1.06937534981967,7.59710177317232,-0.444591206706698,-2.03791324812389,-0.24639006468648,-0.241366165188464,-1.66327406413362,-0.0363627154327751,0,0,-4.2264827667619,-1.87131668818265,14.3673241814405,-0.583235873751352,-4.22655487894431,-0.477550489934821,-0.492119726918613,-2.77828918693977,-0.273529180207826,0
-0.452309697341745,-0.308797999950195,-0.0306981752578497,-0.308802277127947,2.13066896667041,-0.308781769756006,-0.512812350654981,0,-0.0343304960236362,0,0,-0.688532266707693,-0.444469662968322,0,-0.444591206706698,2.8708387134334,-0.44469291390685,-0.73826194691603,0,0,0,0,-0.849726117259922,-0.583746899079473,0,-0.583235873751352,3.5222045529588,-0.584020184111307,-0.892654967727323,0,0,0.134307905013012,0
0,-0.933759279088822,-0.624339401208684,-0.933658780473748,-0.308781769756006,3.97343283639775,-0.197351905434518,-0.133211992558346,-0.882141625858732,0,0,0,-2.03766511962392,-1.06937920545149,-2.03791324812389,-0.44469291390685,7.5979655512845,-0.246325482901815,-0.241347351597451,-1.66321596163923,-0.0364166991547263,0,0,-4.22720912260492,-1.87104025085096,-4.22655487894431,-0.584020184111307,14.366372598319,-0.476834912319668,-0.492323445171093,-2.77732242994929,-0.273750407680458,0
-0.234132772701969,-0.197405070806782,0,-0.1973888974437,-0.512812350654981,-0.197351905434518,1.903957675015,-0.371761854508343,-0.00512025003577252,0,0,-0.600403877990784,-0.246538620029784,0,-0.24639006468648,-0.73826194691603,-0.246325482901815,2.61850426084293,-0.75519845732506,0,0,0.221945781803449,-1.52594839701364,-0.476951065281074,0,-0.477550489934821,-0.892654967727323,-0.476834912319668,3.88292911352122,-1.46225426009037,0,0.0107435669904581,1.25835641808123
0.0414379137275345,-0.133194360019652,-0.0345197254217188,-0.133205468380969,0,-0.133211992558346,-0.371761854508343,1.33869753806186,0,0,0,0.642385306522271,-0.241285274633909,-0.16765933597188,-0.241366165188464,0,-0.241347351597451,-0.75519845732506,1.76341010137609,0,0.250792303551869,0,1.83047984109998,-0.492122414933733,-0.527444631168306,-0.492119726918613,0,-0.492323445171093,-1.46225426009037,2.79176738285785,0,0.972987749397103,0
0,-0.88209379624996,-0.177032017637267,-0.882032921786122,-0.0343304960236362,-0.882141625858732,-0.00512025003577252,0,3.38360156799675,-0.53814474693363,0,-0.25297106516917,-1.66347083817514,-0.0914548107613231,-1.66327406413362,0,-1.66321596163923,0,0,6.08881476477866,-1.17580057663941,0,-0.928653039238606,-2.77849880667265,0,-2.77828918693977,0,-2.77732242994929,0,0,10.3263612810763,-2.27202771976383,0
0.159499146451034,0,0,0,0,0,0,0,-0.53814474693363,1.21319187826713,0,0.554276355484783,-0.0363615672947138,0,-0.0363627154327751,0,-0.0364166991547263,0,0.250792303551869,-1.17580057663941,1.61532041121746,0.189351798802782,1.33340049940471,-0.273392477014625,0,-0.273529180207826,0.134307905013012,-0.273750407680458,0.0107435669904581,0.972987749397103,-2.27202771976383,2.61217317737982,0.608522775600597
-0.309039244396632,0,-1.44760738414423,0,0,0,0,0,0,0,2.17525437074676,-0.429296405700091,0,-2.67843225100535,0,0,0,0.221945781803449,0,0,0.189351798802782,3.29426402802827,-0.754204919357053,0,-5.24514439626065,0,0,0,1.25835641808123,0,0,0.608522775600597,5.41559838314395
