"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30"
1.08967038561571,0.121647361592796,-0.140758563615955,0,0,0,0.0868584305853208,0,0,0.0406001023037919,0,0,0,0,0,0.0391402882134371,0.0154171400702745,-0.0866137996796055,0,0,-0.000840962994971552,-0.0433721904959172,0.0849334275045952,0,0,0,0,0,-0.150900979008635,-0.0262732131008079
0.121647361592796,1.23827599300482,0.267365265552587,0,0,0,0,0,0,0.0309975267226621,0,-0.0666326003133895,0,-0.146013134433156,-0.297973211114919,0,-0.0151477961914345,0,0,0.0058049906100777,0.0330407796211056,0.136772914912835,0.00584677394480535,0,0.0651608658577716,0.0630153254772169,0.050828715075555,0,0.15737344487472,0
-0.140758563615955,0.267365265552587,1.27723393176868,0,0,0,0,0,-0.139306070528727,0,-0.0995169643223197,-0.0792607889898718,-0.0428694838716773,0,0,-0.206766638599805,0,-0.190205198369784,0,0,-0.0239403044317974,-0.0137169525594593,0,0,-0.0637001232941861,-0.0197655417287558,-0.147361642398335,0,0.121592498507705,-0.0109003917433044
0,0,0,1.12768242354874,0,-0.213867605970867,0,0.0152080269175925,-0.0614510938828895,0,-0.011936342049551,-8.47068749714041e-05,-0.0792660469905988,0.0140995817147056,0,0.0767892548927862,0.081476479207714,0,0,0,0.198293355806204,0,0,0.0395808632834795,0.0809091836610788,-0.0104204640893369,0.149393719869543,0.0220582016311165,-0.0436465116337025,0
0,0,0,0,1.27031847124176,-0.185874950661815,0,0,0.135109029129766,-0.0700703076791755,0.195116064131862,-0.0523159642384678,-0.0644377448862796,-0.0461286796057532,0,0,0,0,0,-0.246203262312456,0,0,0,0,0.0504770398654365,-0.0377521647656075,0,-0.354254658206275,0,0
0,0,0,-0.213867605970867,-0.185874950661815,1.93573467785782,-0.156271894597691,-0.0235584683859138,-0.240344817262471,0,-0.0401825796141139,0,-0.075342240919919,-0.482664589498723,-0.429115830407293,0,0,-0.158834684169776,-0.155344208971478,-0.119485608256438,0,0,0,-0.173739133143744,0,-0.11863560077796,0,0.0649087530941679,-0.486180633628003,0
0.0868584305853208,0,0,0,0,-0.156271894597691,1.30137501440195,-0.141185172635782,-0.234843186491927,-0.0619858384684262,0,0,0.0114107668103626,0,0,0,0,-0.0510436605003387,0.0172208135805775,0,-0.219196060429345,0,0,0,-0.0282388560266536,0,0,0,-0.234879396657648,-0.0857217666142568
0,0,0,0.0152080269175925,0,-0.0235584683859138,-0.141185172635782,1.25759263078401,-0.0794251345686336,0,0,0,-0.264705855242868,0,0,0.0227052010296206,0,0,0,0,-0.243955625460652,0,-0.078628598898041,0,0,0.316754115943953,0.0998881064427289,0,-0.079069082133748,0
0,0,-0.139306070528727,-0.0614510938828895,0.135109029129766,-0.240344817262471,-0.234843186491927,-0.0794251345686336,1.33899650910438,0,-0.140489255120273,0,0,0,0,0,0,-0.0991310226296246,0,0,-0.0119797071746093,0,0,0,0,0,-0.176433030110152,0,-0.125124172756009,-0.198783848005852
0.0406001023037919,0.0309975267226621,0,0,-0.0700703076791755,0,-0.0619858384684262,0,0,1.19566031492953,0.0716338286420624,-0.020922127774631,0,0.0189988305770043,0,-0.0989943237766669,0,-0.144661584351285,0,-0.0390795564821194,-0.236229239673408,0,0.101569440000683,-0.00449181691591129,0,0,-0.000962680912417056,0.19538767000564,-0.0213615120760971,0.188110821670927
0,0,-0.0995169643223197,-0.011936342049551,0.195116064131862,-0.0401825796141139,0,0,-0.140489255120273,0.0716338286420624,1.32152053927549,0,0.044158346674893,-0.285066444558753,-0.0728820671838968,0.138910837181908,0.0548753652543183,0,0,0,-0.323535015820025,0,0,0,0.0231378595191233,0,0,0,0,-0.200074791976351
0,-0.0666326003133895,-0.0792607889898718,-8.47068749714041e-05,-0.0523159642384678,0,0,0,0,-0.020922127774631,0,1.09918939120869,0,0,-0.0725405344736352,-0.158561676024031,0,-0.138218490116775,0,0.0327949499035664,0.0067709279767538,-0.00710005766612266,-0.146430413097769,0,0.0691288794165359,0,0,-0.0439090503650341,0,0
0,0,-0.0428694838716773,-0.0792660469905988,-0.0644377448862796,-0.075342240919919,0.0114107668103626,-0.264705855242868,0,0,0.044158346674893,0,1.42836921077401,0,0,-0.109112870641341,0,-0.0518616736529446,0,-0.0657153343733864,0,0,0,0,0.174382295621379,0,0,-0.0262570687034045,0,0.645231422759972
0,-0.146013134433156,0,0.0140995817147056,-0.0461286796057532,-0.482664589498723,0,0,0,0.0189988305770043,-0.285066444558753,0,0,1.29022296373546,0,-0.102348802842228,0,-0.0520031105741661,0,0,0,0,0,0,0,0,0,0,0.214925203217764,-0.0227040136920412
0,-0.297973211114919,0,0,0,-0.429115830407293,0,0,0,0,-0.0728820671838968,-0.0725405344736352,0,0,1.37791014031392,-0.12170021293488,0,0,0,0.0317036801654254,0,0,0,0,0.00388818898538002,-0.230270628416475,0.00496966794021999,0,-0.145895817977977,0.0561186281684727
0.0391402882134371,0,-0.206766638599805,0.0767892548927862,0,0,0,0.0227052010296206,0,-0.0989943237766669,0.138910837181908,-0.158561676024031,-0.109112870641341,-0.102348802842228,-0.12170021293488,1.1921295175873,0,0,0.0158934097544495,0,-0.0167549558275703,0,0,0,-0.108578373894533,-0.12294231747455,-0.0238516877904296,-0.0653359230598184,0,0
0.0154171400702745,-0.0151477961914345,0,0.081476479207714,0,0,0,0,0,0,0.0548753652543183,0,0,0,0,0,1.05259952340696,0.0115308878611608,-0.0701889213974104,-0.0407452591827017,-0.0476899802044558,-0.11908402761723,0,0.0465433045791406,0,0,-0.115637980284468,0,0,0
