,V27,V14,V4,V18,V28
V27,0.0,0.1231481008889106,0.10239396867325745,1.8494407026947712e-06,4.440892098500626e-16
V14,0.1231481008889106,0.0,0.25036823826190235,0.12328696186280752,0.12314810088891037
V4,0.10239396867325745,0.25036823826190235,0.0,0.1025397674181121,0.10239396867325701
V18,1.8494407026947712e-06,0.12328696186280752,0.1025397674181121,0.0,1.8494407021396597e-06
V28,4.440892098500626e-16,0.12314810088891037,0.10239396867325701,1.8494407021396597e-06,0.0
