V35,V3
3,3
97,1
0,1
0,0
1,0
2,1
1,2
89,271
1,0
0,1
0,269
0,369
1926,1958
8,0
563,4
0,10
1,1
1,1096
1,2
1,1
63,5
58,20
2,4
2,2
100,940
6,7
1,6
2,288
0,14
19,120
1,0
77,0
18,0
11,141
351,5
2,2
0,0
31,1
1,14
12,2
1,1
14,11
12,1
1,1
43,135
58,167
0,0
0,0
4,74
1,0
5,10
15,2
81,19
67,0
252,4
9,0
1,12
2,1
21,2
0,0
0,5
5,24
18,0
329,127
0,5
6,4
22,152
32,1
154,1
5,0
2,18
3,154
28,2
73,20
2,0
1,5
44,0
2,0
3,0
5,10
