,V39,V17,V3,V4,V5
V39,0.0,0.0,0.0,0.0,0.0
V17,0.0,0.0,1.1102230246251565e-16,0.0,0.013559949584379116
V3,0.0,1.1102230246251565e-16,0.0,0.0,0.013559949584378894
V4,0.0,0.0,0.0,0.0,0.013559949584378894
V5,0.0,0.013559949584379116,0.013559949584378894,0.013559949584378894,0.0
