V2,V3
1618,220
994,406
11,4
28,33
1,5
2,1
0,1
2,1
785,264
4215,1
0,1
5,1
15,1
1542,10
77,29
331,111
15,12
2996,1170
510,482
277,286
22,5
2379,8
2508,963
177,7
4,5
38,31
12,3
79,43
96,32
421,410
