V1,V4
1,3596
8,500
13,863
0,0
0,0
0,0
6,2
0,0
0,0
0,0
0,0
3,1
1,0
32,4967
0,0
0,97
0,0
0,0
0,0
0,0
2,0
1,3
0,0
0,5000
0,0
0,0
12,0
0,0
0,1
0,0
