,V4,V41,V2,V18,V42
V4,0.0,2.8602346351824792e-05,0.031286958923761876,0.0,0.0
V41,2.8602346351824792e-05,0.0,0.033191758602733046,2.860234635171377e-05,2.8602346351602748e-05
V2,0.031286958923761876,0.033191758602733046,0.0,0.031286958923761765,0.031286958923761876
V18,0.0,2.860234635171377e-05,0.031286958923761765,0.0,2.220446049250313e-16
V42,0.0,2.8602346351602748e-05,0.031286958923761876,2.220446049250313e-16,0.0
