,metric,abundances
V28,1.2000000000000002,21
V22,1.1,846
V25,1.1,824
V100,1.1,274
V13,1.1,2356
V42,1.1,1
V91,1.1,42
V18,1.1,1
V84,1.1,1
V96,1.1,1
