,V37,V13,V24,V30,V25,V9,V20
V37,0.0,0.32821283137226864,0.21656810204554844,0.18650119344253147,0.21990132147547548,0.16154760823830405,0.15597345077099534
V13,0.32821283137226864,0.0,0.2979505682487281,0.37307815208133177,0.41997941485761414,0.3916236180762196,0.3727423728666691
V24,0.21656810204554844,0.2979505682487281,0.0,0.27608708180756336,0.27734062996335895,0.21308280811938507,0.2625357610821132
V30,0.18650119344253147,0.37307815208133177,0.27608708180756336,0.0,0.24791985823237317,0.15326281953602205,0.1744899852236167
V25,0.21990132147547548,0.41997941485761414,0.27734062996335895,0.24791985823237317,0.0,0.21687257793546,0.2408568776975203
V9,0.16154760823830405,0.3916236180762196,0.21308280811938507,0.15326281953602205,0.21687257793546,0.0,0.13607977927087034
V20,0.15597345077099534,0.3727423728666691,0.2625357610821132,0.1744899852236167,0.2408568776975203,0.13607977927087034,0.0
