V3,V2
220,1618
406,994
4,11
33,28
5,1
1,2
1,0
1,2
264,785
1,4215
1,0
1,5
1,15
10,1542
29,77
111,331
12,15
1170,2996
482,510
286,277
5,22
8,2379
963,2508
7,177
5,4
31,38
3,12
43,79
32,96
410,421
