Parameter Name,Value
File Processed,/u1/cec383/Fusion_Approach_Pipelines/Chiquet_100_Extra/Chiquet_87.csv
Block Indexes,[10]
Selection Method:,max
Discard Threshold:,5.0
Is Iterative,False
Start Time,2021-08-04 22:19:53.901018
End Time,2021-08-04 22:20:34.084209
