V49,V1
0,20
1,4
6,6
4,10
0,1
48,14
11,6
0,0
1,31
2,1
1,0
1,3
3,4
20,5
1389,6
75,1
0,2
0,1
0,3
1,2
46,0
1846,1869
0,7
0,2
4,0
0,1
0,1
9,8
2,13
3,0
34,0
112,15
3,79
44,5
3,7
78,16
3,1
7,0
3,0
0,484
17,9
5,1
1,0
123,131
227,27
1,85
2,7
0,0
0,2
2,1
33,15
0,3
1,10
2,29
18,0
3,8
69,23
14,31
0,3
16,2
0,28
64,1
63,390
0,81
3,1
0,449
0,159
1,42
4,12
114,5
15,36
25,31
10,11
1,3
111,14
4,2
3,1
208,1
1,0
7,5
