,V24,V37,V25,V9,V30
V24,0.0,0.38473192224201447,0.29062234256293606,0.43265622115102287,0.43189050265382123
V37,0.38473192224201447,0.0,0.2749563771482231,0.3712634531931778,0.3121515957193063
V25,0.29062234256293606,0.2749563771482231,0.0,0.228493704907213,0.24931455759664278
V9,0.43265622115102287,0.3712634531931778,0.228493704907213,0.0,0.30199391121008134
V30,0.43189050265382123,0.3121515957193063,0.24931455759664278,0.30199391121008134,0.0
