,V48,V6,V37,V38,V23
V48,0.0,0.0,0.0,0.0,0.18711409972968662
V6,0.0,0.0,0.2310421850989186,0.0,0.0
V37,0.0,0.2310421850989186,0.0,0.0,0.0
V38,0.0,0.0,0.0,0.0,0.0
V23,0.18711409972968662,0.0,0.0,0.0,0.0
