Parameter Name,Value
File Processed,/u1/cec383/Fusion_Approach_Pipelines/Chiquet/Chiquet_50/Chiquet_81.csv
Block Indexes,[10]
Selection Method:,max
Discard Threshold:,5.0
Is Iterative,False
Start Time,2021-08-04 20:57:00.823075
End Time,2021-08-04 20:57:44.376666
