"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X1.1","X2.1","X3.1","X4.1","X5.1","X6.1","X7.1","X8.1","X9.1","X10.1","X11.1","X1.2","X2.2","X3.2","X4.2","X5.2","X6.2","X7.2","X8.2","X9.2","X10.2","X11.2"
1.7358876609534,0,-0.396901098789444,0,0,0,-0.0025320386214298,-0.00547985823743161,-0.863290383495377,-0.0663646716513078,-0.222255140406232,2.3734003563237,0,-0.610678182318015,0,0,0,0,-0.10990498937533,-1.20175772248994,-0.227706684059136,-0.391805510078573,3.1689545904546,0.00747528267513793,-1.08354947750031,0.528764165417142,0,0.0548375658536853,0,-0.264741775833507,-1.49741609355686,-0.715769983483152,-0.609371051367688
0,1.1457524685676,0,0,-0.236847635242873,0,0,0,-0.247155500766458,-0.173696876039713,0,0,1.37076661597423,0,0.0513707991156534,-0.511237268907635,0,0,0,-0.2626680437226,-0.455102278796893,-0.016790308861628,0.00747528267513793,1.63022063103327,0,0.156798848564333,-0.835833208667593,0,0,0,-0.200753532178829,-0.770561970550991,-0.131450376292735
-0.396901098789444,0,2.79780525769794,0,-0.0343135241909809,-0.0414131946435022,-1.69993315699801,-0.465966579990552,0,0.19685073862412,-0.0338158039515589,-0.610678182318015,0,5.01193254056518,0,-0.144978233722872,-0.0884125931745641,-3.28178289158507,-0.802680182412076,0,0.72154164591765,-0.577532198406073,-1.08354947750031,0,8.93342014227137,0,-0.325779546294984,-0.374059872240495,-5.72783698077014,-1.53891057395892,0,1.59173937865295,-1.61451756994325
0,0,0,1.2582729903187,0.399860269833352,0,-0.264353709574669,0,-0.157618830632296,-0.202025653109929,-0.0923700165366517,0,0.0513707991156534,0,1.72210338777116,0.841925413614587,0,-0.677363124760212,0,-0.282696537869257,-0.372957109674641,-0.0251406146451286,0.528764165417142,0.156798848564333,0,2.45110958650418,1.35552224274204,0,-1.40339059852836,0,-0.676455653844184,-0.766429821288132,0
0,-0.236847635242873,-0.0343135241909809,0.399860269833352,1.73421501855473,0,0,-0.832509941820338,0,0.254174754022787,0.0883549460437794,0,-0.511237268907635,-0.144978233722872,0.841925413614587,2.65563479230312,0.209337239925795,0,-1.36689964817742,-0.089611996777724,0.549285712369843,0.133670917909871,0,-0.835833208667593,-0.325779546294984,1.35552224274204,4.11787968810669,0.887794067995324,0,-2.15496894296132,-0.413237471727953,1.23905646519969,0.343655125745168
0,0,-0.0414131946435022,0,0,1.43044500088073,-0.147779364502654,-0.288452812497826,0,0.448097800611888,0.249336321726761,0,0,-0.0884125931745641,0,0.209337239925795,1.79726824697951,-0.300344009610247,-0.41833678220421,0,0.63813722748027,0.443638737766307,0.0548375658536853,0,-0.374059872240495,0,0.887794067995324,2.35511238737471,-0.311993038588668,-0.828535583541628,0,0.902234995417232,0.775562435973919
-0.0025320386214298,0,-1.69993315699801,-0.264353709574669,0,-0.147779364502654,2.72563759746228,-0.53167003405393,-0.0533038045899024,0,0,0,0,-3.28178289158507,-0.677363124760212,0,-0.300344009610247,4.82657600247648,-0.965905366406767,0,0.101442956026626,-0.198747398085806,0,0,-5.72783698077014,-1.40339059852836,0,-0.311993038588668,8.2696104382078,-1.74520804883396,0,0.530841099195667,-0.525492065741653
-0.00547985823743161,0,-0.465966579990552,0,-0.832509941820338,-0.288452812497826,-0.53167003405393,2.5014272252947,-0.652732837494464,0,0.152376372396188,-0.10990498937533,0,-0.802680182412076,0,-1.36689964817742,-0.41833678220421,-0.965905366406767,4.41130093552402,-1.38494250551685,0.0299343398513947,0.841799481101142,-0.264741775833507,0,-1.53891057395892,0,-2.15496894296132,-0.828535583541628,-1.74520804883396,7.90993912999603,-2.68136708825704,0.0547830437290256,2.07701069547008
-0.863290383495377,-0.247155500766458,0,-0.157618830632296,0,0,-0.0533038045899024,-0.652732837494464,2.04463600028176,-0.371069631640111,0,-1.20175772248994,-0.2626680437226,0,-0.282696537869257,-0.089611996777724,0,0,-1.38494250551685,3.17594755618719,-0.94668021033691,0,-1.49741609355686,-0.200753532178829,0,-0.676455653844184,-0.413237471727953,0,0,-2.68136708825704,5.073752442879,-2.09770363140644,0
-0.0663646716513078,-0.173696876039713,0.19685073862412,-0.202025653109929,0.254174754022787,0.448097800611888,0,0,-0.371069631640111,1.5557832307524,-0.234668703334287,-0.227706684059136,-0.455102278796893,0.72154164591765,-0.372957109674641,0.549285712369843,0.63813722748027,0.101442956026626,0.0299343398513947,-0.94668021033691,2.56029967119978,-0.384507526259929,-0.715769983483152,-0.770561970550991,1.59173937865295,-0.766429821288132,1.23905646519969,0.902234995417232,0.530841099195667,0.0547830437290256,-2.09770363140644,4.59338917749178,-0.62842090442374
-0.222255140406232,0,-0.0338158039515589,-0.0923700165366517,0.0883549460437794,0.249336321726761,0,0.152376372396188,0,-0.234668703334287,1.26801817385948,-0.391805510078573,-0.016790308861628,-0.577532198406073,-0.0251406146451286,0.133670917909871,0.443638737766307,-0.198747398085806,0.841799481101142,0,-0.384507526259929,1.77917154235098,-0.609371051367688,-0.131450376292735,-1.61451756994325,0,0.343655125745168,0.775562435973919,-0.525492065741653,2.07701069547008,0,-0.62842090442374,2.87403617817913
