V4,V9
0,0
0,0
0,0
3,6
0,0
0,0
433,1166
0,0
0,0
0,0
0,0
473,535
0,0
329,908
0,0
0,0
0,225
15,12
416,1180
0,0
489,492
338,891
0,0
0,0
352,306
0,0
0,0
0,0
276,275
0,0
