,V5,V28,V1,V34
V5,0.0,0.0,0.35476301556975,0.4788401796897407
V28,0.0,0.0,0.0,0.0
V1,0.35476301556975,0.0,0.0,0.0
V34,0.4788401796897407,0.0,0.0,0.0
