,V9,V30,V13,V20,V37,V25
V9,0.0,0.43629740807411677,0.0,0.0,0.4566552845916936,0.0
V30,0.43629740807411677,0.0,0.4769506446641393,0.0,0.0,0.0
V13,0.0,0.4769506446641393,0.0,0.4909780138761437,0.0,0.0
V20,0.0,0.0,0.4909780138761437,0.0,0.0,0.0
V37,0.4566552845916936,0.0,0.0,0.0,0.0,0.0
V25,0.0,0.0,0.0,0.0,0.0,0.0
