,V25,V9,V30,V24,V3,V31,V37
V25,0.0,2.220446049250313e-16,0.14549551737645694,2.220446049250313e-16,0.1339745962155613,0.0,0.0
V9,2.220446049250313e-16,0.0,0.14549551737645683,0.0,0.1339745962155613,2.220446049250313e-16,2.220446049250313e-16
V30,0.14549551737645694,0.14549551737645683,0.0,0.14549551737645683,0.0,0.14549551737645694,0.14549551737645694
V24,2.220446049250313e-16,0.0,0.14549551737645683,0.0,0.1339745962155613,2.220446049250313e-16,2.220446049250313e-16
V3,0.1339745962155613,0.1339745962155613,0.0,0.1339745962155613,0.0,0.1339745962155613,0.1339745962155613
V31,0.0,2.220446049250313e-16,0.14549551737645694,2.220446049250313e-16,0.1339745962155613,0.0,0.0
V37,0.0,2.220446049250313e-16,0.14549551737645694,2.220446049250313e-16,0.1339745962155613,0.0,0.0
