False,bromeA_all.csv,graph_centrality,betweenness,25,25,3,sliding_window,add_one,0.5,spearman,True,both,25.209389302879572,Otu5330,Otu4626,Otu6434,Otu6188,Otu5737,Otu3245,Otu6326,Otu4238,Otu5484,Otu6747,Otu5538,Otu6264,Otu4706,Otu4164,Otu6284,Otu6210,Otu3798,Otu6602,Otu5520,Otu6697,Otu6736,Otu6390,Otu1133,Otu6306,Otu6279
False,bromeA_all.csv,graph_centrality,betweenness,25,25,3,sliding_window,add_one,0.5,spearman,True,both,25.557094000279903,Otu5330,Otu4626,Otu6434,Otu6188,Otu5737,Otu3245,Otu6326,Otu4238,Otu5484,Otu6747,Otu5538,Otu6264,Otu4706,Otu4164,Otu6284,Otu6210,Otu3798,Otu6602,Otu5520,Otu6697,Otu6736,Otu6390,Otu1133,Otu6306,Otu6279
False,bromeA_all.csv,graph_centrality,betweenness,25,25,3,sliding_window,add_one,0.5,spearman,True,both,67.31936351209879,Otu5330,Otu4626,Otu6434,Otu6188,Otu5737,Otu3245,Otu6326,Otu4238,Otu5484,Otu6747,Otu5538,Otu6264,Otu4706,Otu4164,Otu6284,Otu6210,Otu3798,Otu6602,Otu5520,Otu6697,Otu6736,Otu6390,Otu1133,Otu6306,Otu6279
False,bromeA_all.csv,graph_centrality,betweenness,25,25,3,sliding_window,add_one,0.5,spearman,True,both,68.43212493136525,Otu5330,Otu4626,Otu6434,Otu6188,Otu5737,Otu3245,Otu6326,Otu4238,Otu5484,Otu6747,Otu5538,Otu6264,Otu4706,Otu4164,Otu6284,Otu6210,Otu3798,Otu6602,Otu5520,Otu6697,Otu6736,Otu6390,Otu1133,Otu6306,Otu6279
False,bromeA_all.csv,graph_centrality,betweenness,25,25,3,sliding_window,add_one,0.5,spearman,True,both,66.91887878626585,Otu5330,Otu4626,Otu6434,Otu6188,Otu5737,Otu3245,Otu6326,Otu4238,Otu5484,Otu6747,Otu5538,Otu6264,Otu4706,Otu4164,Otu6284,Otu6210,Otu3798,Otu6602,Otu5520,Otu6697,Otu6736,Otu6390,Otu1133,Otu6306,Otu6279
False,bromeA_all.csv,graph_centrality,betweenness,25,25,3,sliding_window,add_one,0.5,spearman,True,both,68.55232372507453,Otu5330,Otu4626,Otu6434,Otu6188,Otu5737,Otu3245,Otu6326,Otu4238,Otu5484,Otu6747,Otu5538,Otu6264,Otu4706,Otu4164,Otu6284,Otu6210,Otu3798,Otu6602,Otu5520,Otu6697,Otu6736,Otu6390,Otu1133,Otu6306,Otu6279
False,bromeA_all.csv,graph_centrality,betweenness,25,25,3,sliding_window,add_one,0.5,spearman,True,both,66.29829415678978,Otu5330,Otu4626,Otu6434,Otu6188,Otu5737,Otu3245,Otu6326,Otu4238,Otu5484,Otu6747,Otu5538,Otu6264,Otu4706,Otu4164,Otu6284,Otu6210,Otu3798,Otu6602,Otu5520,Otu6697,Otu6736,Otu6390,Otu1133,Otu6306,Otu6279
False,bromeA_all.csv,graph_centrality,betweenness,25,25,3,sliding_window,add_one,0.5,spearman,True,both,66.07768860459328,Otu5330,Otu4626,Otu6434,Otu6188,Otu5737,Otu3245,Otu6326,Otu4238,Otu5484,Otu6747,Otu5538,Otu6264,Otu4706,Otu4164,Otu6284,Otu6210,Otu3798,Otu6602,Otu5520,Otu6697,Otu6736,Otu6390,Otu1133,Otu6306,Otu6279
False,bromeA_all.csv,graph_centrality,betweenness,25,25,3,sliding_window,add_one,0.5,spearman,True,both,71.32861378416419,Otu5330,Otu4626,Otu6434,Otu6188,Otu5737,Otu3245,Otu6326,Otu4238,Otu5484,Otu6747,Otu5538,Otu6264,Otu4706,Otu4164,Otu6284,Otu6210,Otu3798,Otu6602,Otu5520,Otu6697,Otu6736,Otu6390,Otu1133,Otu6306,Otu6279
False,bromeA_all.csv,graph_centrality,betweenness,25,25,3,sliding_window,add_one,0.5,spearman,True,both,68.53489127755165,Otu5330,Otu4626,Otu6434,Otu6188,Otu5737,Otu3245,Otu6326,Otu4238,Otu5484,Otu6747,Otu5538,Otu6264,Otu4706,Otu4164,Otu6284,Otu6210,Otu3798,Otu6602,Otu5520,Otu6697,Otu6736,Otu6390,Otu1133,Otu6306,Otu6279
False,bromeA_all.csv,log_transform,betweenness,25,25,3,sliding_window,add_one,0.5,spearman,True,both,4.343470759689808,Otu0001,Otu0002,Otu0004,Otu0005,Otu0010,Otu0012,Otu0016,Otu0017,Otu0020,Otu0023,Otu0025,Otu0028,Otu0034,Otu0035,Otu0041,Otu0062,Otu0066,Otu0070,Otu0071,Otu0074,Otu0075,Otu0076,Otu0077,Otu0078,Otu0079
False,bromeA_all.csv,log_transform,betweenness,25,25,3,sliding_window,add_one,0.5,spearman,True,both,4.2708266489207745,Otu0001,Otu0002,Otu0004,Otu0005,Otu0010,Otu0012,Otu0016,Otu0017,Otu0020,Otu0023,Otu0025,Otu0028,Otu0034,Otu0035,Otu0041,Otu0062,Otu0066,Otu0070,Otu0071,Otu0074,Otu0075,Otu0076,Otu0077,Otu0078,Otu0079
False,bromeA_all.csv,graph_centrality,betweenness,25,25,3,sliding_window,add_one,0.5,spearman,True,both,26.629287973046303,Otu5330,Otu4626,Otu6434,Otu6188,Otu5737,Otu3245,Otu6326,Otu4238,Otu5484,Otu6747,Otu5538,Otu6264,Otu4706,Otu4164,Otu6284,Otu6210,Otu3798,Otu6602,Otu5520,Otu6697,Otu6736,Otu6390,Otu1133,Otu6306,Otu6279
False,bromeA_all.csv,log_transform,betweenness,25,25,3,sliding_window,add_one,0.5,spearman,True,both,4.312031123787165,Otu0001,Otu0002,Otu0004,Otu0005,Otu0010,Otu0012,Otu0016,Otu0017,Otu0020,Otu0023,Otu0025,Otu0028,Otu0034,Otu0035,Otu0041,Otu0062,Otu0066,Otu0070,Otu0071,Otu0074,Otu0075,Otu0076,Otu0077,Otu0078,Otu0079
False,bromeA_all.csv,log_transform,betweenness,25,25,3,sliding_window,add_one,0.5,spearman,True,both,4.739423327147961,Otu0001,Otu0002,Otu0004,Otu0005,Otu0010,Otu0012,Otu0016,Otu0017,Otu0020,Otu0023,Otu0025,Otu0028,Otu0034,Otu0035,Otu0041,Otu0062,Otu0066,Otu0070,Otu0071,Otu0074,Otu0075,Otu0076,Otu0077,Otu0078,Otu0079
False,bromeA_all.csv,log_transform,betweenness,25,25,3,sliding_window,add_one,0.5,spearman,True,both,4.536159906536341,Otu0001,Otu0002,Otu0004,Otu0005,Otu0010,Otu0012,Otu0016,Otu0017,Otu0020,Otu0023,Otu0025,Otu0028,Otu0034,Otu0035,Otu0041,Otu0062,Otu0066,Otu0070,Otu0071,Otu0074,Otu0075,Otu0076,Otu0077,Otu0078,Otu0079
