Parameter Name,Value
File Processed,/u2/sua474/Dataset/Chiquet/Taxa_30/Chiquet_100/Chiquet_28.csv
Block Indexes,"[10, 20]"
Selection Method:,max
Discard Threshold:,0.1
Is Iterative,False
Start Time,2021-10-26 20:53:43.893721
End Time,2021-10-26 20:54:44.520327
