,V16,V4,V42,V11
V16,0.0,0.0,0.47367938621678896,0.38762756430420553
V4,0.0,0.0,0.47367938621678896,0.38762756430420553
V42,0.47367938621678896,0.47367938621678896,0.0,0.0
V11,0.38762756430420553,0.38762756430420553,0.0,0.0
