,V37,V25,V20,V13,V9
V37,0.0,0.4887449805546864,0.4931246518908817,0.48562215265114494,0.0
V25,0.4887449805546864,0.0,0.470308284473281,0.0,0.0
V20,0.4931246518908817,0.470308284473281,0.0,0.0,0.0
V13,0.48562215265114494,0.0,0.0,0.0,0.0
V9,0.0,0.0,0.0,0.0,0.0
