,V14,V38,V27,V47
V14,0.0,2.968917369616797e-06,0.060127171921820155,0.1069574000262975
V38,2.968917369616797e-06,0.0,0.06022630923716088,0.10706149215017025
V27,0.060127171921820155,0.06022630923716088,0.0,0.18730690543480855
V47,0.1069574000262975,0.10706149215017025,0.18730690543480855,0.0
