Parameter Name,Value
File Processed,/u2/sua474/Dataset/Chiquet/Taxa_30/Chiquet_10/Chiquet_72.csv
Block Indexes,"[10, 20]"
Selection Method:,max
Discard Threshold:,0.1
Is Iterative,False
Start Time,2021-10-26 08:55:30.676454
End Time,2021-10-26 09:13:26.804448
