,V8,V44,V39,V3,V45
V8,0.0,0.013011934677908399,0.010322237054942618,0.02214849759855575,0.0
V44,0.013011934677908399,0.0,0.0007889582236988435,0.016779644406610283,0.0
V39,0.010322237054942618,0.0007889582236988435,0.0,0.014015574288609112,0.0
V3,0.02214849759855575,0.016779644406610283,0.014015574288609112,0.0,0.0
V45,0.0,0.0,0.0,0.0,0.0
