"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30"
1.2825968310762,-0.0246808085677101,0.155433683190902,0.177125453833229,-0.0828930094327278,0.0139538505868199,0.0299199468063814,0.00108694713537947,-0.370393271402675,0,0.0999900402679395,0.0697976855462221,-0.159437152995027,0,0.0402313920637912,0.0570211334769198,0.0226416286890857,0,0,0,0,0,0.13335989922287,0,0,-0.0339065377727977,0,0.23985886198488,-0.118610144937362,0
-0.0246808085677101,1.37904544013543,-0.258117045716364,0,0,0,0,0,-0.226944098809977,-0.232691723578743,0,0,0,0.030444303278944,-0.123573180899538,0.158561350780218,0,0,-0.0981856750879429,-0.0417268800399847,0,0,-0.141877139553229,0.169646622694922,0,-0.0774900255940895,0,0,0.0445501528379327,-0.160638271111593
0.155433683190902,-0.258117045716364,1.27069193568687,0.180808596316912,0,-0.142320319032493,0,0.14053912065246,-0.042266733182822,0,-0.164547054023129,-0.0158181888209303,0.212136734470756,-0.213139733624969,0,0,0,0,0,0,-0.0182406268371677,0.117457904327508,0,0.0574360577935383,-0.0016115031389244,-0.0194048561871829,0,0,0,0
0.177125453833229,0,0.180808596316912,1.29193896599233,0,-0.0416076380222213,0,-0.149965151874197,0,0,-0.216744854485057,0,0,-0.130918427710274,0,0,-0.0771755563523318,0,0,0,0,-0.0895927738034159,0.0597986324566494,-0.0752776885381211,0,0.0283034482285817,0.140576235345178,0.147248075728188,-0.0432478204214708,0.312697164181988
-0.0828930094327278,0,0,0,1.2290618391903,-0.161442581394683,0,0.0404007086286802,0,0,-0.179096894610689,0,0,-0.00225015354724778,0,0,0,0,-0.135641943651674,0,0,0,0,-0.0415993094732844,-0.116066561071227,-0.325250948121012,0,0,0,0
0.0139538505868199,0,-0.142320319032493,-0.0416076380222213,-0.161442581394683,2.19550577563571,0,0,-0.592436933046374,0,-0.0830667280756419,0,-0.199726017605557,-0.0975719853788486,0.00994912302334404,0,-0.00692791909358309,-0.0690979640663806,0,-0.169733408912988,-0.222555553336597,0,-0.259309756895406,-0.160746535510215,-0.201429932453456,0,0,-0.04937083647544,-0.751485027489613,0
0.0299199468063814,0,0,0,0,0,1.15395989530587,0.0678548464932845,-0.0413550085956638,0,0.12871193331063,0.0834300347605934,0.120529464183913,-0.0979863550563757,0,-0.164130435630681,-0.0612001355671739,0.00384031486598165,0.0326050796477751,-0.230801580816782,0,0,0,-0.100953444256309,-0.12058655701676,0,0,-0.000619047383256404,0,0
0.00108694713537947,0,0.14053912065246,-0.149965151874197,0.0404007086286802,0,0.0678548464932845,1.22034206090759,-0.0673824248935484,0,-0.135614295331166,-0.0148296273143564,-0.114574618097456,0.0267805584497989,0,0,0,-0.155066665173571,0.00828386585797896,0,-0.219462326313867,0,0,0.212039687611026,-0.0651055490674721,0,-0.0255386550710242,0.0839005363214487,-0.0224674187435764,0
-0.370393271402675,-0.226944098809977,-0.042266733182822,0,0,-0.592436933046374,-0.0413550085956638,-0.0673824248935484,1.79314639933834,-0.122849204389784,0,0,0,0,0,0,-0.106899451281176,-0.171368499652301,0,0,-0.120512232148485,0,-0.210063951074109,0,0,0,-0.0441614622159425,0,-0.272023551363814,0
0,-0.232691723578743,0,0,0,0,0,0,-0.122849204389784,1.42597456626437,0,0.259605960495443,-0.0122408571169277,0,-0.038254563520266,0,0,0.24845402309539,-0.416922318137039,0,0.0906270120308128,0,-0.0749735537166277,0,0,-0.113260642880814,0,-0.0242219419468519,-0.024917732060415,0
0.0999900402679395,0,-0.164547054023129,-0.216744854485057,-0.179096894610689,-0.0830667280756419,0.12871193331063,-0.135614295331166,0,0,1.22482776202164,0.186074112187441,0.0669631120957128,0,0,0,0,-0.0899515302180842,-0.0356519497572608,0,0,0,0,0,0,0,-0.0537878561047319,0,-0.129055621339093,0
0.0697976855462221,0,-0.0158181888209303,0,0,0,0.0834300347605934,-0.0148296273143564,0,0.259605960495443,0.186074112187441,1.15273195396544,0,0,0,0,0,0,-0.0148325797530148,0.140892118832284,-0.0793650617803528,0,0,0,-0.0570227613118527,0,0,0,0,0.0906073859566369
